/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

0|Blank|1|NoSeed, Dropless, Beta, Mod, Untradable|Foreground_Block|690000|690000|4|31|None
6969|Saffron Crocus Flower Seed|999|NoSeed|Seed|000000|000000|20|0|None
6970|Bio-Waste|999|NoSeed, Dropless|Foreground_Block|6C4431|9A7B65|6|3600|None
6971|Bio-Waste Seed|999|NoSeed|Seed|000000|000000|20|0|None
6972|Toffee Block|999|NoSeed, Dropless|Foreground_Block|DCAB4A|FFDD8E|6|3600|None
6973|Toffee Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
6974|Caramel|999|NoSeed, Dropless|Component|DCAB48|AAD7E4|6|3600|None
6975|Caramel Seed|999|NoSeed|Seed|000000|000000|20|0|None
6976|Electrical Power Cube|999|NoSeed, Dropless|Deadly_Block|46B2D0|71FAF9|6|3600|None
6977|Electrical Power Cube Seed|999|NoSeed|Seed|000000|000000|20|0|None
6978|Operating Theater Lamp|999|MultiFacing, Wrenchable, NoSeed, Dropless|Toggleable_Foreground|EAEAEA|A5EFFF|6|3600|None
6979|Operating Theater Lamp Seed|999|NoSeed|Seed|000000|000000|20|0|None
6980|Tiled Staircase|999|MultiFacing, NoSeed, Dropless|Platform|62676B|EAEAEA|6|3600|None
6981|Tiled Staircase Seed|999|NoSeed|Seed|000000|000000|20|0|None
6982|Wheelchair Speedster|999|NoSeed, Dropless|Clothing|2B2B2B|C10000|0|3600|Feet
6983|Wheelchair Speedster Seed|999|NoSeed|Seed|000000|000000|20|0|None
6984|Slip 'n' Slide Slime Floor|999|NoSeed, Dropless|Slippery_Block|7A8318|D0DD25|6|3600|None
6985|Slip 'n' Slide Slime Floor Seed|999|NoSeed|Seed|000000|000000|20|0|None
6986|Aquamarine Stone|999|NoSeed, Dropless|Component|33AB9C|7DD2AE|6|3600|None
6987|Aquamarine Stone Seed|999|NoSeed|Seed|000000|000000|20|0|None
6988|Primordial Ooze|999|NoSeed, Dropless|Pain_Block|273B26|35A456|6|3600|None
6989|Primordial Ooze Seed|999|NoSeed|Seed|000000|000000|20|0|None
6990|Primordial Soup|999|NoSeed, Dropless|Component|35A456|CF4421|6|3600|None
6991|Primordial Soup Seed|999|NoSeed|Seed|000000|000000|20|0|None
6992|Sea Sponge|999|NoSeed, Dropless|Trampoline_Block|E3913E|FFDF9B|6|3600|None
6993|Sea Sponge Seed|999|NoSeed|Seed|000000|000000|20|0|None
6994|Naval Mine|999|NoSeed, Dropless|Deadly_Block|274147|A01519|6|3600|None
6995|Naval Mine Seed|999|NoSeed|Seed|000000|000000|20|0|None
6996|Fishing Dinghy|999|NoSeed, Dropless|Clothing|FFFFFF|FFFFFF|0|3600|Feet
6997|Fishing Dinghy Seed|999|NoSeed|Seed|000000|000000|20|0|None
6998|Mint|999|NoSeed, Dropless|Foreground_Block|6CBE00|7A9100|6|3600|None
6999|Mint Seed|999|NoSeed|Seed|000000|000000|20|0|None
7000|Sprig of Mint|999|NoSeed, Dropless|Component|6CBE00|7A9100|6|3600|None
7001|Sprig of Mint Seed|999|NoSeed|Seed|000000|000000|20|0|None
7002|Quantum Starfish|999|NoSeed, Dropless|Foreground_Block|1C1E58|17C2E8|6|3600|None
7003|Quantum Starfish Seed|999|NoSeed|Seed|000000|000000|20|0|None
7004|Chrono-Luminescent Liquid|999|NoSeed, Dropless|Component|128ACB|2A3696|6|3600|None
7005|Chrono-Luminescent Liquid Seed|999|NoSeed|Seed|000000|000000|20|0|None
7006|Space Rock|999|NoSeed, Dropless|Slippery_Block|98A3A5|B337B3|6|3600|None
7007|Space Rock Seed|999|NoSeed|Seed|000000|000000|20|0|None
7008|Star Tool Nanoforge|999|Wrenchable, Permanent, AutoPickup|Foreground_Block|5B6D68|35988C|12|3600|None
7009|Star Tool Nanoforge Seed|999|0|Seed|000000|000000|20|0|None
7010|Starship Packing Crate|999|NoSeed, Dropless|Foreground_Block|828282|00FFFF|6|3600|None
7011|Starship Packing Crate Seed|999|NoSeed|Seed|000000|000000|20|0|None
7012|Encapsulated Galaxy|999|NoSeed, Dropless|Foreground_Block|FFFDB6|11034B|6|3600|None
7013|Encapsulated Galaxy Seed|999|NoSeed|Seed|000000|000000|20|0|None
7014|Cosmic 5-Spice Star|999|NoSeed, Dropless|Component|FCBD00|92278F|6|3600|None
7015|Cosmic 5-Spice Star Seed|999|NoSeed|Seed|000000|000000|20|0|None
7016|Energy Capsule|999|NoSeed, Dropless|Component|CBA342|0072BC|6|3600|None
7017|Energy Capsule Seed|999|NoSeed|Seed|000000|000000|20|0|None
7018|Starship Turbo Fan|999|MultiFacing, NoSeed, Dropless|Pushing_Block|5B6D68|DBCD47|6|3600|None
7019|Starship Turbo Fan Seed|999|NoSeed|Seed|000000|000000|20|0|None
7020|Cupcake Apron|999|NoSeed, Dropless, Untradable|Clothing|E9CDCD|75BBD5|0|3600|Shirt
7021|Cupcake Apron Seed|999|NoSeed|Seed|000000|000000|20|0|None
7022|Mengu Koi Samurai Facial Armor|999|NoSeed, Dropless|Clothing|EC441A|464646|0|3600|Face
7023|Mengu Koi Samurai Facial Armor Seed|999|NoSeed|Seed|000000|000000|20|0|None
7024|Geta|999|NoSeed, Dropless|Clothing|684B31|083E66|0|3600|Feet
7025|Geta Seed|999|NoSeed|Seed|000000|000000|20|0|None
7026|Pink Kimono|999|NoSeed, Dropless|Clothing|008AFF|CE638D|0|3600|Shirt
7027|Pink Kimono Seed|999|NoSeed|Seed|000000|000000|20|0|None
7028|Blue Kimono|999|NoSeed, Dropless|Clothing|FFDE52|57C0E2|0|3600|Shirt
7029|Blue Kimono Seed|999|NoSeed|Seed|000000|000000|20|0|None
7030|Orange Kimono|999|NoSeed, Dropless|Clothing|FF9FB8|F2960E|0|3600|Shirt
7031|Orange Kimono Seed|999|NoSeed|Seed|000000|000000|20|0|None
7032|Ornamental Hair Fan & Chopsticks|999|NoSeed, Dropless|Clothing|F49DC3|535364|0|3600|Hair
7033|Ornamental Hair Fan & Chopsticks Seed|999|NoSeed|Seed|000000|000000|20|0|None
7034|Oil-paper Umbrella|999|NoSeed, Dropless|Clothing|EC441A|FFF6D5|0|3600|Hand
7035|Oil-paper Umbrella Seed|999|NoSeed|Seed|000000|000000|20|0|None
7036|Geisha Makeup|999|NoSeed, Dropless|Clothing|EBE8E3|EB1221|0|3600|Face
7037|Geisha Makeup Seed|999|NoSeed|Seed|000000|000000|20|0|None
7038|Panda Mask|999|NoSeed, Dropless|Clothing|E4E4E4|252525|0|3600|Hat
7039|Panda Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
7040|Panda Suit|999|NoSeed, Dropless|Clothing|252525|E4E4E4|0|3600|Shirt
7041|Panda Suit Seed|999|NoSeed|Seed|000000|000000|20|0|None
7042|Master Sensei's White Eyebrows|999|NoSeed, Dropless, Foreground|Clothing|D7D7D7|FFFFFF|0|3600|Face
7043|Master Sensei's White Eyebrows Seed|999|NoSeed|Seed|000000|000000|20|0|None
7044|Jade Crescent Axe|999|NoSeed, Dropless|Clothing|775640|33EEDA|0|3600|Hand
7045|Jade Crescent Axe Seed|999|NoSeed|Seed|000000|000000|20|0|None
7046|Cherry Blossom Tree|28|0|Foreground_Block|534132|F86688|6|22792|None
7047|Cherry Blossom Tree Seed|28|0|Seed|000000|000000|20|0|None
7048|Jade Spikes|20|0|Deadly_Block|1D6E61|53DACA|6|8600|None
7049|Jade Spikes Seed|20|0|Seed|000000|000000|20|0|None
7050|Coconut|999|NoSeed, Dropless|Component|754C24|E1E1E1|6|3600|None
7051|Coconut Seed|999|NoSeed|Seed|000000|000000|20|0|None
7052|Coconut Water|999|NoSeed, Dropless|Consummable|91DCE4|E1E1E1|6|3600|None
7053|Coconut Water Seed|999|NoSeed|Seed|000000|000000|20|0|None
7054|Coconut Milk|999|NoSeed, Dropless|Component|1971C7|E1E1E1|6|3600|None
7055|Coconut Milk Seed|999|NoSeed|Seed|000000|000000|20|0|None
7056|Coconut Tart|999|NoSeed, Dropless|Consummable|FFEDBE|FFDE52|6|3600|None
7057|Coconut Tart Seed|999|NoSeed|Seed|000000|000000|20|0|None
7058|Purity Mooncake|999|NoSeed, Dropless|Consummable|DBDBDB|FFEDBE|6|3600|None
7059|Purity Mooncake Seed|999|NoSeed|Seed|000000|000000|20|0|None
7060|Koi Fish Leash|999|NoSeed, Dropless|Clothing|F8011F|F1E214|0|100|Hand
7061|Koi Fish Leash Seed|999|NoSeed|Seed|000000|000000|20|0|None
7062|Growmoji Songpyeon|999|NoSeed, Dropless|Consummable|2076A0|FFA0FE|5|3600|None
7063|Growmoji Songpyeon Seed|999|NoSeed|Seed|000000|000000|20|0|None
7064|Dumb Farmer|999|NoSeed, Dropless, Beta, Mod|Component|98C702|A45D3D|1|3600|None
7065|Dumb Farmer Seed|999|0|Seed|000000|000000|20|0|None
7066|Growtorial Entrance|1|MultiFacing, Wrenchable, NoSeed, Dropless|Gateway|DBDBDB|FFD11D|5|31|None
7067|Growtorial Entrance Seed|1|NoSeed|Seed|000000|000000|20|0|None
7068|Dumb Surgeon|999|NoSeed, Dropless, Beta, Mod|Component|D45935|D70C13|1|3600|None
7069|Dumb Surgeon Seed|999|0|Seed|000000|000000|20|0|None
7070|Dumb Builder|999|NoSeed, Dropless, Beta, Mod|Component|BFDB03|FE2B8B|1|3600|None
7071|Dumb Builder Seed|999|0|Seed|000000|000000|20|0|None
7072|Dumb Fisher|999|NoSeed, Dropless, Beta, Mod|Component|4BFC48|1DC371|1|3600|None
7073|Dumb Fisher Seed|999|0|Seed|000000|000000|20|0|None
7074|Dumb Star Captain|999|NoSeed, Dropless, Beta, Mod|Component|BC0777|B74C50|1|3600|None
7075|Dumb Star Captain Seed|999|0|Seed|000000|000000|20|0|None
7076|Dumb Cook|999|NoSeed, Dropless, Beta, Mod|Component|C78574|C88163|1|3600|None
7077|Dumb Cook Seed|999|0|Seed|000000|000000|20|0|None
7078|Legendary Clash Key & Finale Ticket|999|NoSeed|Component|C78574|C88163|1|3600|None
7079|Legendary Clash Key & Finale Ticket Seed|999|0|Seed|000000|000000|20|0|None
7080|Ezio's Hood|999|NoSeed, Dropless|Clothing|EEEEEE|A01E23|0|3600|Hat
7081|Ezio's Hood Seed|999|NoSeed|Seed|000000|000000|20|0|None
7082|Ezio's Vest|999|NoSeed, Dropless|Clothing|EEEEEE|A01E23|0|3600|Shirt
7083|Ezio's Vest Seed|999|NoSeed|Seed|000000|000000|20|0|None
7084|Ezio's Cape|999|NoSeed, Dropless|Clothing|7C262A|A01E23|0|3600|Back
7085|Ezio's Cape Seed|999|NoSeed|Seed|000000|000000|20|0|None
7086|Ezio's Trousers|999|NoSeed, Dropless|Clothing|3C2E0F|A01E23|0|3600|Pants
7087|Ezio's Trousers Seed|999|NoSeed|Seed|000000|000000|20|0|None
7088|Ezio's Armguards|999|NoSeed, Dropless|Clothing|75A6AF|574315|0|3600|Hand
7089|Ezio's Armguards Seed|999|NoSeed|Seed|000000|000000|20|0|None
7090|Ezio's Beard|999|NoSeed, Dropless|Clothing|705C37|826D47|0|3600|Face
7091|Ezio's Beard Seed|999|NoSeed|Seed|000000|000000|20|0|None
7092|Ezio's Hair|999|NoSeed, Dropless|Clothing|705C37|A78851|0|3600|Hair
7093|Ezio's Hair Seed|999|NoSeed|Seed|000000|000000|20|0|None
7094|Ezio's Boots|999|NoSeed, Dropless|Clothing|544114|8D6812|0|3600|Feet
7095|Ezio's Boots Seed|999|NoSeed|Seed|000000|000000|20|0|None
7096|Hay Cart|999|MultiFacing, NoSeed, Permanent, Dropless, AutoPickup, Foreground|Foreground_Block|B38854|DFC692|8|3600|None
7097|Hay Cart Seed|999|NoSeed|Seed|000000|000000|20|0|None
7098|Apocalypse Scythe|999|NoSeed, Dropless|Clothing|707070|36F092|0|3600|Hand
7099|Apocalypse Scythe Seed|999|NoSeed|Seed|000000|000000|20|0|None
7100|Famine's Steed|999|NoSeed, Dropless|Clothing|707070|36F092|0|3600|Feet
7101|Famine's Steed Seed|999|NoSeed|Seed|000000|000000|20|0|None
7102|Conquest's Helm|999|NoSeed, Dropless, Untradable|Clothing|707070|36F092|0|3600|Hat
7103|Conquest's Helm Seed|999|NoSeed|Seed|000000|000000|20|0|None
7104|Dark Aurora Wings|999|NoSeed, Dropless|Clothing|707070|540909|0|3600|Back
7105|Dark Aurora Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
7106|Cat Eyes|999|NoSeed, Dropless|Clothing|262626|A01519|0|3600|Face
7107|Cat Eyes Seed|999|NoSeed|Seed|000000|000000|20|0|None
7108|Knife Head|55|NoSeed, Foreground|Clothing|959595|C31F23|0|168025|Hair
7109|Knife Head Seed|55|NoSeed|Seed|000000|000000|20|0|None
7110|Evil Grin|70|NoSeed, Dropless|Clothing|ACACAC|FFFFFF|0|345100|Face
7111|Evil Grin Seed|70|NoSeed|Seed|000000|000000|20|0|None
7112|Vampiress Dress|90|NoSeed, Dropless|Clothing|555555|900F12|0|731700|Shirt
7113|Vampiress Dress Seed|90|NoSeed|Seed|000000|000000|20|0|None
7114|Nightmare Vampiress Dress|90|NoSeed, Dropless|Clothing|252525|993997|0|731700|Shirt
7115|Nightmare Vampiress Dress Seed|90|NoSeed|Seed|000000|000000|20|0|None
7116|Vapor Vent|30|NoSeed, Dropless, Foreground|Foreground_Block|111111|665B4D|8|27900|None
7117|Vapor Vent Seed|30|NoSeed|Seed|000000|000000|20|0|None
7118|Riding Skeletal Shark|999|NoSeed, Dropless|Clothing|E9E9E9|797979|0|3600|Feet
7119|Riding Skeletal Shark Seed|999|NoSeed|Seed|000000|000000|20|0|None
7120|Angler Mask|999|NoSeed, Dropless|Clothing|4A2A28|F4D212|0|3600|Hat
7121|Angler Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
7122|Demon Plague Doctor Mask|999|NoSeed, Dropless|Clothing|534741|2C2C2C|0|3600|Face
7123|Demon Plague Doctor Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
7124|Vampire Hunter Hat|107|NoSeed|Clothing|232323|9F9A98|0|1228253|Hat
7125|Vampire Hunter Hat Seed|107|NoSeed|Seed|000000|000000|20|0|None
7126|Tragicomic Mask|999|NoSeed, Dropless|Clothing|E1E1FB|B7B7B7|0|3600|Hat
7127|Tragicomic Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
7128|Creepy Baby Head Mask|73|NoSeed, Dropless|Clothing|EFC27C|0072BC|0|391207|Hair
7129|Creepy Baby Head Mask Seed|73|NoSeed|Seed|000000|000000|20|0|None
7130|Growmoji Ghost|100|NoSeed, Dropless|Consummable|2076A0|88EADB|5|1003000|None
7131|Growmoji Ghost Seed|100|NoSeed|Seed|000000|000000|20|0|None
7132|Demon Angler Leash|999|NoSeed, Dropless|Clothing|4A2A28|F4D212|0|100|Hand
7133|Demon Angler Leash Seed|999|NoSeed|Seed|000000|000000|20|0|None
7134|Skeletal Shark Leash|999|NoSeed, Dropless|Clothing|E9E9E9|797979|0|120|Hand
7135|Skeletal Shark Leash Seed|999|NoSeed|Seed|000000|000000|20|0|None
7136|Ethereal Rainbow Dragon|999|NoSeed, Dropless|Clothing|01AF99|C54901|0|3600|Chest
7137|Ethereal Rainbow Dragon Seed|999|NoSeed|Seed|000000|000000|20|0|None
7138|Heroic Tights of Prevention|999|NoSeed, Dropless|Clothing|01AF99|C54901|0|3600|Pants
7139|Heroic Tights of Prevention Seed|999|NoSeed|Seed|000000|000000|20|0|None
7140|Wriggling Tentacle|999|NoSeed, Dropless|Consummable|C4F190|166B34|3|3600|None
7141|Wriggling Tentacle Seed|999|NoSeed|Seed|000000|000000|20|0|None
7142|Tamed Looming Triffid|999|NoSeed, Dropless|Clothing|613875|166B34|0|3600|Hand
7143|Tamed Looming Triffid Seed|999|NoSeed|Seed|000000|000000|20|0|None
7144|Magic Carpet|999|NoSeed, Dropless|Clothing|09661F|FFD907|0|3600|Feet
7145|Magic Carpet Seed|999|NoSeed|Seed|000000|000000|20|0|None
7146|Mountain Dire Wolf|999|NoSeed, Dropless|Clothing|3F4C58|83796C|0|3600|Feet
7147|Mountain Dire Wolf Seed|999|NoSeed|Seed|000000|000000|20|0|None
7148|Super Logo - Fist|999|NoSeed, Dropless|Clothing|C8C8C8|282828|0|3600|Chest
7149|Super Logo - Fist Seed|999|NoSeed|Seed|000000|000000|20|0|None
7150|Stone Gargoyle Wings|999|NoSeed, Dropless|Clothing|224344|486060|0|3600|Back
7151|Stone Gargoyle Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
7152|Plasma Hair|999|NoSeed, Dropless|Clothing|005826|FFF200|0|3600|Hair
7153|Plasma Hair Seed|999|NoSeed|Seed|000000|000000|20|0|None
7154|Tiled Hospital Wall|999|MultiFacing, NoSeed, Dropless|Background_Block|A28D80|444C6E|6|3600|None
7155|Tiled Hospital Wall Seed|999|NoSeed|Seed|000000|000000|20|0|None
7156|Fallen Pillar|999|NoSeed, Dropless|Foreground_Block|DFD7C9|B5A688|6|3600|None
7157|Fallen Pillar Seed|999|NoSeed|Seed|000000|000000|20|0|None
7158|Oil Slick|999|NoSeed, Dropless|Slippery_Block|606060|212121|6|3600|None
7159|Oil Slick Seed|999|NoSeed|Seed|000000|000000|20|0|None
7160|HyperTech Multi-Jet Energy Pulser|999|NoSeed, Dropless|Bouncy|0C0D16|B0B0B0|6|3600|None
7161|HyperTech Multi-Jet Energy Pulser Seed|999|NoSeed|Seed|000000|000000|20|0|None
7162|Hour Glass|15|NoSeed, Dropless|Foreground_Block|804B34|BAEFF8|6|3825|None
7163|Hour Glass Seed|15|NoSeed|Seed|000000|000000|20|0|None
7164|Red House Entrance|15|Wrenchable, NoSeed, Dropless|Gateway|973D31|F8C600|6|3825|None
7165|Red House Entrance Seed|15|NoSeed|Seed|000000|000000|20|0|None
7166|Ancestral Orb of Time|999|NoSeed, Dropless|Artifact|C334EA|C7833B|0|3600|None
7167|Ancestral Orb of Time Seed|999|NoSeed|Seed|000000|000000|20|0|None
7168|Ancestral Orb of Time : Level 2|999|NoSeed, Dropless, Untradable|Artifact|C334EA|C7833B|0|3600|None
7169|Ancestral Orb of Time : Level 2 Seed|999|NoSeed|Seed|000000|000000|20|0|None
7170|Ancestral Orb of Time : Level 3|999|NoSeed, Dropless, Untradable|Artifact|C334EA|C7833B|0|3600|None
7171|Ancestral Orb of Time : Level 3 Seed|999|NoSeed|Seed|000000|000000|20|0|None
7172|Ancestral Orb of Time : Level 4|999|NoSeed, Dropless, Untradable|Artifact|C334EA|C7833B|0|3600|None
7173|Ancestral Orb of Time : Level 4 Seed|999|NoSeed|Seed|000000|000000|20|0|None
7174|Ancestral Orb of Time : Level 5|999|NoSeed, Dropless, Untradable|Artifact|C334EA|C7833B|0|3600|None
7175|Ancestral Orb of Time : Level 5 Seed|999|NoSeed|Seed|000000|000000|20|0|None
7176|Dragon Block|999|MultiFacing, NoSeed, Dropless|Foreground_Block|5E6D10|C69C6D|6|3600|None
7177|Dragon Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
7178|Carnival Ladders|999|NoSeed, Dropless|Platform|EEA52C|EE3636|6|3600|None
7179|Carnival Ladders Seed|999|NoSeed|Seed|000000|000000|20|0|None
7180|Carnival Creep Platform|999|NoSeed, Dropless, Mod|Platform|ED1C24|FFCC00|6|3600|None
7181|Carnival Creep Platform Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
7182|Disabled Carnival Creep Platform|999|NoSeed, Dropless, NoShadow, Mod|Foreground_Block|8B0A0F|8F7100|6|3600|None
7183|Disabled Carnival Creep Platform Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
7184|Atomic Gate|999|Wrenchable, NoSeed, Dropless|Door|F23122|FAB60B|5|3600|None
7185|Atomic Gate Seed|999|NoSeed|Seed|000000|000000|20|0|None
7186|Crystallized Time|999|MultiFacing, NoSeed, Dropless|Foreground_Block|E6F2FE|9FCDFF|9|3600|None
7187|Crystallized Time Seed|999|NoSeed|Seed|000000|000000|20|0|None
7188|Blue Gem Lock|999|Wrenchable, NoSeed, Permanent, AutoPickup|Lock|00FFFF|1B66FF|42|3600|None
7189|Blue Gem Lock Seed|999|NoSeed|Seed|000000|000000|20|0|None
7190|Guild Name Changer|999|NoSeed, Dropless|Consummable|F8E3CA|1793C0|3|3600|None
7191|Guild Name Changer Seed|999|NoSeed|Seed|000000|000000|20|0|None
7192|Shadow Spirit of the Underworld|999|NoSeed, Dropless|Clothing|252525|CC292E|0|3600|Chest
7193|Shadow Spirit of the Underworld Seed|999|NoSeed|Seed|000000|000000|20|0|None
7194|Hacker's Dialog|999|MultiFacing, Wrenchable, Mod|Mailbox|E2E2E2|B78249|4|3600|None
7195|Hacker's Dialog Seed|999|Mod|Seed|000000|000000|20|0|None
7196|Monarch Butterfly Wings |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7197|Monarch Butterfly Wings Seed |999|NoSeed|Seed|000000|000000|20|0|None
7198|Winter Freezer Hood |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hair
7199|Winter Freezer Hood Seed |999|NoSeed|Seed|000000|000000|20|0|None
7200|Ultra Winter Freezer Hood |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hair
7201|Ultra Winter Freezer Hood Seed |999|NoSeed|Seed|000000|000000|20|0|None
7202|Storm Cloud |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7203|Storm Cloud Seed |999|NoSeed|Seed|000000|000000|20|0|None
7204|Supplier's Cape |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7205|Supplier's Cape Seed |999|NoSeed|Seed|000000|000000|20|0|None
7206|The Great Chameleon: Master of Disguise |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7207|The Great Chameleon: Master of Disguise Seed |999|NoSeed|Seed|000000|000000|20|0|None
7208|Winter Freezer Robe |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7209|Winter Freezer Robe Seed |999|NoSeed|Seed|000000|000000|20|0|None
7210|Ultra Winter Freezer Robe |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7211|Ultra Winter Freezer Robe Seed |999|NoSeed|Seed|000000|000000|20|0|None
7212|Lunar Crater |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7213|Lunar Crater Seed |999|NoSeed|Seed|000000|000000|20|0|None
7214|Crafter's Cape |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7215|Crafter's Cape Seed |999|NoSeed|Seed|000000|000000|20|0|None
7216|Mad Hatter |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7217|Mad Hatter Seed |999|NoSeed|Seed|000000|000000|20|0|None
7218|Sheet Music: Lyre Note |14|WorldLock|Sheet_Music|FFFFFF|000000|3|3164|None
7219|Sheet Music: Lyre Note Seed |999|NoSeed|Seed|000000|000000|20|0|None
7220|Sheet Music: Sharp Lyre |14|WorldLock|Sheet_Music|FFFFFF|000000|3|3164|None
7221|Sheet Music: Sharp Lyre Seed |999|NoSeed|Seed|000000|000000|20|0|None
7222|Sheet Music: Flat Lyre |14|WorldLock|Sheet_Music|FFFFFF|000000|3|3164|None
7223|Sheet Music: Flat Lyre Seed |999|NoSeed|Seed|000000|000000|20|0|None
7224|Oak Tree |1|0|Background_Block|1C150C|4B3717|3|31|None
7225|Oak Tree Seed |999|NoSeed|Seed|000000|000000|20|0|None
7226|Winter Foliage |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7227|Winter Foliage Seed |999|NoSeed|Seed|000000|000000|20|0|None
7228|Galleon's Mast |1|0|Background_Block|1C150C|4B3717|3|31|None
7229|Galleon's Mast Seed |999|NoSeed|Seed|000000|000000|20|0|None
7230|Winter Hedge |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7231|Winter Hedge Seed |999|NoSeed|Seed|000000|000000|20|0|None
7232|Growmoji Halo |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7233|Growmoji Halo Seed |999|NoSeed|Seed|000000|000000|20|0|None
7234|Growmoji Nuke |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7235|Growmoji Nuke Seed |999|NoSeed|Seed|000000|000000|20|0|None
7236|Sunset Clouds |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7237|Sunset Clouds Seed |999|NoSeed|Seed|000000|000000|20|0|None
7238|Sunset Clouds Background |1|0|Background_Block|1C150C|4B3717|3|31|None
7239|Sunset Clouds Background Seed |999|NoSeed|Seed|000000|000000|20|0|None
7240|Galleon's Ratlines |4|0|Platform|83531F|F6C289|3|184|None
7241|Galleon's Ratlines Seed |999|NoSeed|Seed|000000|000000|20|0|None
7242|Galleon Hull |1|0|Background_Block|1C150C|4B3717|3|31|None
7243|Galleon Hull Seed |999|NoSeed|Seed|000000|000000|20|0|None
7244|Galleon's Crow's Nest |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7245|Galleon's Crow's Nest Seed |999|NoSeed|Seed|000000|000000|20|0|None
7246|Lyre |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7247|Lyre Seed |999|NoSeed|Seed|000000|000000|20|0|None
7248|Weapons Rack |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7249|Weapons Rack Seed |999|NoSeed|Seed|000000|000000|20|0|None
7250|Jack's Shoes |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7251|Jack's Shoes Seed |999|NoSeed|Seed|000000|000000|20|0|None
7252|Jack's Jeans |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7253|Jack's Jeans Seed |999|NoSeed|Seed|000000|000000|20|0|None
7254|Jack's Vest |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7255|Jack's Vest Seed |999|NoSeed|Seed|000000|000000|20|0|None
7256|Jack's Hat |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7257|Jack's Hat Seed |999|NoSeed|Seed|000000|000000|20|0|None
7258|Future Perfect Chip |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hair
7259|Future Perfect Chip Seed |999|NoSeed|Seed|000000|000000|20|0|None
7260|Swirling Rainbow Eyes |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7261|Swirling Rainbow Eyes Seed |999|NoSeed|Seed|000000|000000|20|0|None
7262|Knight's Chainmail - Sun |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7263|Knight's Chainmail - Sun Seed |999|NoSeed|Seed|000000|000000|20|0|None
7264|Knight's Chainmail - Lion |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7265|Knight's Chainmail - Lion Seed |999|NoSeed|Seed|000000|000000|20|0|None
7266|Knight's Chainmail - Crown |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7267|Knight's Chainmail - Crown Seed |999|NoSeed|Seed|000000|000000|20|0|None
7268|Tapestry |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7269|Tapestry Seed |999|NoSeed|Seed|000000|000000|20|0|None
7270|Peasant Fence |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7271|Peasant Fence Seed |999|NoSeed|Seed|000000|000000|20|0|None
7272|Nobleman's House |1|0|Background_Block|1C150C|4B3717|3|31|None
7273|Nobleman's House Seed |999|NoSeed|Seed|000000|000000|20|0|None
